Date,Meal,Entry,Food,Food Score,calories (kcal),carbs (g),fat (g),protein (g),sodium (mg),sugar (g)
3/5/2018,Dinner,"Cici's Pizza - Ham Pizza, 2 slice",Pizza,Unhealthy,288,40,6,10,486,0
3/5/2018,Snacks,"Health Warrior - Chia Bar Acai, 1 bar",Health Bar,Neutral,100,14,5,3,45,5
3/5/2018,Drinks,"Blue Moon - Wheat Ale, 24 oz",Beer,Unhealthy,336,28,0,4,30,0
3/5/2018,Snacks,"Chips - Popped Bbq, 20 chips",Potato Chips,Unhealthy,120,18,4,2,190,3
3/5/2018,Snacks,"Pringles - Barbecue Potato Chips, 15 chips",Potato Chips,Unhealthy,150,16,9,1,140,1
3/6/2018,Breakfast,"ensure - Vanilla, 1 bottle",Ensure,Unhealthy,250,40,6,9,200,23
3/6/2018,Lunch,"Subway Meatball Sub - 6"" Meatball Sub, 598 g",Meatball Sub,Unhealthy,960,118,36,42,"1,840",24
3/6/2018,Dinner,"Cici's Pizza - Ham Pizza, 2 slice",Pizza,Unhealthy,288,40,6,10,486,0
3/6/2018,Dinner,"Brothers - Mozzarella Cheese Sticks, 6 Stick",Mozzarella Sticks,Unhealthy,612,48,36,30,"1,476",0
3/6/2018,Snacks,"Health Warrior - Chia Bar Acai, 1 bar",Health Bar,Neutral,100,14,5,3,45,5
3/6/2018,Drinks,"Blue Moon - Wheat Ale, 36 oz",Beer,Unhealthy,504,42,0,6,45,0
3/6/2018,Snacks,"auntie Anne's - Pretzel Dog, 1 pcs",Pretzel Dog,Unhealthy,360,33,20,11,740,5
3/6/2018,Snacks,"Pringles - Barbecue Potato Chips, 22.5 chips",Potato Chips,Unhealthy,225,24,14,2,210,2
3/7/2018,Breakfast,"Tesco - Golden Kiwi Fruit, 0.5 Fruit",Kiwi,Healthy,22,4,0,0,0,0
3/7/2018,Lunch,"Campbell's - Chicken Noodle Soup, 1.25 cup",Chicken Noodle Soup,Neutral,150,20,5,8,"2,225",3
3/7/2018,Dinner,"Journey to India / Aldi - Tikka Masala, 0.81 cup",Tikka Masala,Unhealthy,228,20,15,0,"1,073",13
3/7/2018,Dinner,"Tofu - Tofu, 3 oz",Tofu,Healthy,60,1,7,10,0,0
3/7/2018,Dinner,"Giorgio - Mushrooms, 3 oz",Mushrooms,Healthy,20,3,0,2,10,1
3/7/2018,Dinner,"Allrecipes.com - Bhindi Masala, 1/12 recipe",Bhindi Masala,Healthy,33,5,1,1,199,0
3/7/2018,Dinner,"Trader Joes - Garlic Nan Bread, 1 piece",Garlic Bread,Unhealthy,230,37,4,4,330,0
3/7/2018,Dinner,"Tilapia Fillets - Tilapia, 1 Fillet",Fish,Healthy,100,0,3,20,75,0
3/7/2018,Dinner,"Onions, raw, 0.5 cup, chopped",Onions,Healthy,32,7,0,1,3,3
3/7/2018,Drinks,"Wine - Table, red, 1.5 glass (3.5 fl oz)",Red Wine,Unhealthy,111,3,0,0,8,0
3/7/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1.25 cup",Whole Milk,Neutral,183,14,10,10,122,16
3/7/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/7/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1.25 cup",Whole Milk,Neutral,183,14,10,10,122,16
3/7/2018,Snacks,"Cliff Bar - Blueberry Crisp, 1 Bars (68g)",Health Bar,Neutral,250,44,5,9,180,22
3/7/2018,Snacks,"Milk - Whole, 3.25% milkfat, 0.33 cup",Whole Milk,Neutral,49,4,3,3,33,4
3/7/2018,Snacks,"Wonderful - Pastachios, 0.63 cup",Nuts,Healthy,188,10,16,8,169,3
3/7/2018,Snacks,"Popcorn - Popcorn, 2 cup",Popcorn,Neutral,110,13,6,2,30,2
3/8/2018,Breakfast,"Beast - Banana Pancakes, 4.5 pancakes",Banana Pancakes,Unhealthy,473,59,15,30,633,15
3/8/2018,Breakfast,"Syrup, maple, Canadian, 20.0 milliliter",Maple Syrup,Unhealthy,72,18,0,0,2,16
3/8/2018,Lunch,"Wegmans - Organic Ciabatta Roll, 1 Roll (78g)",Ciabatta Roll,Neutral,210,39,3,8,370,1
3/8/2018,Lunch,"Mayo - Mayo, 2 tablespoon",Mayo,Unhealthy,90,2,9,0,220,0
3/8/2018,Lunch,"Giorgio - Mushrooms, 3 oz",Mushrooms,Healthy,20,3,0,2,10,1
3/8/2018,Lunch,"Spinach - Raw, 0.33 cup",Spinach,Healthy,2,0,0,0,8,0
3/8/2018,Lunch,"Boarshead - Chipotle Gouda Cheese, 1 oz",Gouda Cheese,Unhealthy,100,0,8,6,240,0
3/8/2018,Lunch,"ground Turkey - Turkey, 3 oz",Ground Turkey,Neutral,120,1,6,17,64,0
3/8/2018,Dinner,"Tortillas - Chips, 22.5 chips",Tortilla Chips,Unhealthy,350,48,18,5,0,0
3/8/2018,Dinner,"Sauce - Salsa, 1 cup",Salsa,Neutral,70,16,0,4,"1,554",8
3/8/2018,Dinner,"Rice - White, glutinous, cooked, 1 cup",White Rice,Neutral,169,37,0,4,9,0
3/8/2018,Dinner,"Tofu - Tofu, 3 oz",Tofu,Healthy,60,1,7,10,0,0
3/8/2018,Dinner,"Bush's Beans - Texas Ranchero, 0.5 cup",Ranchero Beans,Neutral,120,20,2,6,630,2
3/8/2018,Dinner,"Beans - Red Beans, 0.33 cup",Red Beans,Healthy,75,13,0,5,400,0
3/8/2018,Drinks,"Wine - Table, red, 1.5 glass (3.5 fl oz)",Red Wine,Unhealthy,111,3,0,0,8,0
3/8/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/8/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/8/2018,Snacks,"Rice - White, glutinous, cooked, 0.5 cup",White Rice,Neutral,84,18,0,2,4,0
3/9/2018,Breakfast,"Special K - Fruit & Yogurt Cereal, 0.75 Cup",Cereal,Neutral,120,27,1,2,140,10
3/9/2018,Breakfast,"Milk - Whole, 3.25% milkfat, 0.5 cup",Whole Milk,Neutral,73,6,4,4,49,6
3/9/2018,Breakfast,"Blueberries, 0.5 cup",Blueberries,Healthy,43,11,0,1,1,8
3/9/2018,Lunch,"Tilapia Fillets - Tilapia, 1 Fillet",Fish,Healthy,100,0,3,20,75,0
3/9/2018,Lunch,"Tofu - Tofu, 3 oz",Tofu,Healthy,60,1,7,10,0,0
3/9/2018,Lunch,"Allrecipes.com - Bhindi Masala, 1/12 recipe",Bhindi Masala,Healthy,33,5,1,1,199,0
3/9/2018,Lunch,"Journey to India / Aldi - Tikka Masala, 0.38 cup",Tikka Masala,Unhealthy,105,9,7,0,495,6
3/9/2018,Dinner,"Journey to India / Aldi - Tikka Masala, 0.38 cup",Tikka Masala,Unhealthy,105,9,7,0,495,6
3/9/2018,Dinner,"Giorgio - Mushrooms, 3 oz",Mushrooms,Healthy,20,3,0,2,10,1
3/9/2018,Dinner,"Tofu - Tofu, 3 oz",Tofu,Healthy,60,1,7,10,0,0
3/9/2018,Dinner,"Rice - White, glutinous, cooked, 0.5 cup",White Rice,Neutral,84,18,0,2,4,0
3/9/2018,Dinner,"Tofu - Tofu, 3 oz",Tofu,Healthy,60,1,7,10,0,0
3/9/2018,Dinner,"Bush's Beans - Texas Ranchero, 0.5 cup",Ranchero Beans,Neutral,120,20,2,6,630,2
3/9/2018,Dinner,"Beans - Red Beans, 0.33 cup",Red Beans,Healthy,75,13,0,5,400,0
3/9/2018,Dinner,"Brothers - Mozzarella Cheese Sticks, 6 Stick",Mozzarella Sticks,Unhealthy,612,48,36,30,"1,476",0
3/9/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1.5 cup",Whole Milk,Neutral,220,17,12,12,146,19
3/9/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/9/2018,Snacks,"Rice - White, glutinous, cooked, 0.5 cup",White Rice,Neutral,84,18,0,2,4,0
3/9/2018,Snacks,"Beans - Red Beans, 0.33 cup",Red Beans,Healthy,75,13,0,5,400,0
3/9/2018,Snacks,"Silk Creamy Cashew - Cashew Milk, 0.75 cup",Silk Milk,Neutral,45,7,2,0,128,5
3/9/2018,Snacks,"Simply Nature - Kale Chips, lemon and olive oil, 1 oz",Kale Chips,Healthy,130,18,6,1,390,1
3/9/2018,Dessert,"Blueberries, 0.5 cup",Blueberries,Healthy,43,11,0,1,1,8
3/10/2018,Breakfast,"Egg - Egg, 1 large",Eggs,Healthy,72,0,5,6,71,0
3/10/2018,Breakfast,"Tillamook - Sliced Swiss Cheese, 1 slice (28 g)",Swiss Cheese,Unhealthy,110,1,8,9,60,0
3/10/2018,Breakfast,"ham - Honey Ham, 4 slices",Ham,Neutral,60,3,2,9,650,2
3/10/2018,Breakfast,"English muffin - English Muffin, 1 muffin",English Muffin,Unhealthy,120,25,1,4,200,1
3/10/2018,Breakfast,"Ketchup - Heinz, 15 milliliter",Ketchup,Unhealthy,20,5,0,0,160,4
3/10/2018,Lunch,"Costco - Sante Fe Salad, 1 bowl",Salad,Healthy,280,14,20,11,560,6
3/10/2018,Lunch,"Crackers - Crackers, 12 crackers",Crackers,Neutral,195,11,8,6,300,3
3/10/2018,Lunch,"hummus - Hummus, 3 tbsp",Hummus,Healthy,105,6,8,3,195,2
3/10/2018,Dinner,"Golden potatoes - Golden, 185 g/5.3oz",Potatoes,Neutral,138,33,0,4,0,1
3/10/2018,Dinner,"Asparagus - Raw, 1 cup",Asparagus,Healthy,27,5,0,3,3,3
3/10/2018,Dinner,"Sainsbury's - Vegetable Sausages, 1 Sausage",Vegetable Sausage,Healthy,69,9,3,2,0,0
3/10/2018,Dinner,"Risotto - Risotto, 0.33 cup",Risotto,Neutral,213,48,0,4,0,0
3/10/2018,Drinks,"Wine - Table, red, 1.5 glass (3.5 fl oz)",Red Wine,Unhealthy,111,3,0,0,8,0
3/10/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/10/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1.5 cup",Whole Milk,Neutral,220,17,12,12,146,19
3/10/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1.5 cup",Whole Milk,Neutral,220,17,12,12,146,19
3/10/2018,Snacks,"Pringles - Sour Cream & Onion (1.41oz), 1 can",Potato Chips,Unhealthy,210,23,12,2,230,1
3/10/2018,Snacks,"Pringles - Sour Cream & Onion (1.41oz), 0.75 can",Potato Chips,Unhealthy,158,17,9,2,173,1
3/10/2018,Snacks,"Medium Nectarine - Medium Nectarine, 1 Nectarine",Oranges,Healthy,60,14,0,1,0,11
3/11/2018,Breakfast,"Special K - Fruit & Yogurt Cereal, 0.75 Cup",Cereal,Neutral,120,27,1,2,140,10
3/11/2018,Breakfast,"Milk - Whole, 3.25% milkfat, 0.5 cup",Whole Milk,Neutral,73,6,4,4,49,6
3/11/2018,Breakfast,"Blueberries, 0.5 cup",Blueberries,Healthy,43,11,0,1,1,8
3/11/2018,Lunch,"Fish - Salmon, Wild, Baked, 10 oz",Fish,Healthy,482,0,28,56,124,0
3/11/2018,Lunch,"Boar's Head - Gruyere Cheese, 1 oz",Gruyere Cheese,Unhealthy,110,0,9,7,150,0
3/11/2018,Lunch,"Spinach - Raw, 2 cup",Spinach,Healthy,14,2,0,2,47,0
3/11/2018,Lunch,"Onions, raw, 0.5 cup, chopped",Onions,Healthy,32,7,0,1,3,3
3/11/2018,Lunch,"Grape Tomato - Grape Tomato, 9 Tomatoes (3 oz)",Tomatoes,Healthy,26,5,0,1,0,3
3/11/2018,Dinner,"Wegmans - Organic Ciabatta Roll, 1 Roll (78g)",Ciabatta Roll,Neutral,210,39,3,8,370,1
3/11/2018,Dinner,"ground Turkey - Turkey, 3 oz",Ground Turkey,Neutral,120,1,6,17,64,0
3/11/2018,Dinner,"Boarshead - Chipotle Gouda Cheese, 1 oz",Gouda Cheese,Unhealthy,100,0,8,6,240,0
3/11/2018,Dinner,"Mayo - Mayo, 2 tablespoon",Mayo,Unhealthy,90,2,9,0,220,0
3/11/2018,Dinner,"Spinach - Raw, 1 cup",Spinach,Healthy,7,1,0,1,24,0
3/11/2018,Dinner,"Onions, raw, 0.5 cup, chopped",Onions,Healthy,32,7,0,1,3,3
3/11/2018,Dinner,"Guac - Guac, 1 pack",Guacamole,Healthy,100,5,9,1,0,0
3/11/2018,Dinner,"Tortillas - Chips, 2.25 chips",Tortilla Chips,Unhealthy,35,5,2,1,0,0
3/11/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/11/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1.5 cup",Whole Milk,Neutral,220,17,12,12,146,19
3/11/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/11/2018,Snacks,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
3/11/2018,Snacks,"Popcorn - Popcorn, 0.5 cup",Popcorn,Neutral,28,3,2,1,8,1
3/12/2018,Breakfast,"Special K - Fruit & Yogurt Cereal, 0.75 Cup",Cereal,Neutral,120,27,1,2,140,10
3/12/2018,Breakfast,"Milk - Whole, 3.25% milkfat, 0.5 cup",Whole Milk,Neutral,73,6,4,4,49,6
3/12/2018,Breakfast,"Blueberries, 0.5 cup",Blueberries,Healthy,43,11,0,1,1,8
3/12/2018,Lunch,"Chipotle - Vegan Style Burrito, 1 Burrito",Burrito,Unhealthy,820,113,35,21,"2,025",3
3/12/2018,Dinner,"Fish - Salmon, Wild, Baked, 10 oz",Fish,Healthy,482,0,28,56,124,0
3/12/2018,Dinner,"Golden potatoes - Golden, 148 g/5.3oz",Potatoes,Neutral,110,26,0,3,0,1
3/12/2018,Dinner,"Asparagus - Raw, 1 cup",Asparagus,Healthy,27,5,0,3,3,3
3/12/2018,Drinks,"Wine - Table, red, 1.5 glass (3.5 fl oz)",Red Wine,Unhealthy,111,3,0,0,8,0
3/12/2018,Dinner,"Sainsbury's - Vegetable Sausages, 1 Sausage",Vegetable Sausage,Healthy,69,9,3,2,0,0
3/12/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/12/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/12/2018,Snacks,"Kirkland - Almond Butter, 1 Tbs",Almond Butter,Healthy,105,3,9,4,0,1
3/12/2018,Snacks,"Banana - Banana, 0.5 medium banana (126 g)",Banana,Healthy,53,14,0,1,1,7
3/12/2018,Dessert,"Chocolate Chips, 0.5 tbsp.",Chocolate Chips,Unhealthy,40,5,2,1,0,4
3/13/2018,Breakfast,"Special K - Fruit & Yogurt Cereal, 0.75 Cup",Cereal,Neutral,120,27,1,2,140,10
3/13/2018,Breakfast,"Milk - Whole, 3.25% milkfat, 0.5 cup",Whole Milk,Neutral,73,6,4,4,49,6
3/13/2018,Breakfast,"Blueberries, 0.5 cup",Blueberries,Healthy,43,11,0,1,1,8
3/13/2018,Lunch,"Sushi - Edamane, 5 oz",Edamame,Healthy,100,9,3,7,260,2
3/13/2018,Lunch,"Tuna - Tuna roll, 2 roll",Sushi,Neutral,474,67,19,9,0,0
3/13/2018,Lunch,"Citygirlbites - Yellowtail & Scallion Roll, 2 roll",Sushi,Neutral,380,54,4,48,0,0
3/13/2018,Lunch,"Sushi - Salmon, 4 piece",Fish,Healthy,224,33,6,13,0,0
3/13/2018,Dinner,"Wegmans - Organic Ciabatta Roll, 1 Roll (78g)",Ciabatta Roll,Neutral,210,39,3,8,370,1
3/13/2018,Dinner,"Trader Joe's - Meatless Meatballs, 6 pieces (85g)",Meatballs,Unhealthy,140,8,5,14,470,1
3/13/2018,Dinner,"Borden - Natural Shredded Gouda, 14 g (1/4cup)",Gouda Cheese,Unhealthy,50,1,35,4,90,0
3/13/2018,Dinner,"Bounce - Natural Energy Ball, 1 ball",Energy Ball,Healthy,210,21,8,12,0,12
3/13/2018,Dinner,"Milk - Whole, 3.25% milkfat, 0.67 cup",Whole Milk,Neutral,98,7,5,5,65,9
3/13/2018,Dessert,"Trader Joe's - Dried Blueberries, 0.25 cup",Candy,Unhealthy,140,33,0,1,0,14
3/13/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/13/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/14/2018,Breakfast,"Egg - Egg, 1 large",Eggs,Healthy,72,0,5,6,71,0
3/14/2018,Breakfast,"English muffin - English Muffin, 1 muffin",English Muffin,Unhealthy,120,25,1,4,200,1
3/14/2018,Breakfast,"ham - Honey Ham, 4 slices",Ham,Neutral,60,3,2,9,650,2
3/14/2018,Breakfast,"Tillamook - Sliced Swiss Cheese, 1 slice (28 g)",Swiss Cheese,Unhealthy,110,1,8,9,60,0
3/14/2018,Breakfast,"Ketchup - Heinz, 15 milliliter",Ketchup,Unhealthy,20,5,0,0,160,4
3/14/2018,Breakfast,"Bounce - Natural Energy Ball, 1 ball",Energy Ball,Healthy,210,21,8,12,0,12
3/14/2018,Breakfast,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/14/2018,Lunch,"Tillamook - Sliced Swiss Cheese, 1 slice (28 g)",Swiss Cheese,Unhealthy,110,1,8,9,60,0
3/14/2018,Lunch,"ground Turkey - Turkey, 4 oz",Ground Turkey,Neutral,160,1,8,22,85,0
3/14/2018,Lunch,"Spinach - Raw, 2 cup",Spinach,Healthy,14,2,0,2,47,0
3/14/2018,Lunch,"Borden - Natural Shredded Gouda, 14 g (1/4cup)",Gouda Cheese,Unhealthy,50,1,35,4,90,0
3/14/2018,Dinner,"Shirakiku - Yam Noodle (Shiratake), 28 g",Jelly Noodles,Neutral,0,0,0,0,0,0
3/14/2018,Dinner,"Nasogastric - Veggie dumping s, 2.33 dumplings",Dumplings,Unhealthy,87,13,2,4,0,0
3/14/2018,Dinner,"Trader Joe's - Chicken-Less Mandarin Orange Morsels, 0.38 container (20 pieces ea.)",Orange Chicken,Unhealthy,240,29,8,12,428,13
3/14/2018,Snacks,"Bounce - Natural Energy Ball, 1 ball",Energy Ball,Healthy,210,21,8,12,0,12
3/14/2018,Snacks,"Pringles - Sour Cream & Onion (1.41oz), 2 can",Potato Chips,Unhealthy,420,46,24,4,460,2
3/14/2018,Snacks,"ham - Honey Ham, 4 slices",Ham,Neutral,60,3,2,9,650,2
3/14/2018,Snacks,"Snodream - Shaved Sno Ice , 0.5 cup",Shaved Ice,Neutral,79,19,2,1,13,11
3/14/2018,Dessert,"Blueberries, 0.5 cup",Blueberries,Healthy,43,11,0,1,1,8
3/14/2018,Dessert,"Strawberries, raw, 0.5 cup, halves",Strawberries,Healthy,24,6,0,1,1,4
3/14/2018,Dessert,"Berry protein smoothie - Smoothie, 2 cup",Smoothie,Healthy,612,72,6,72,0,0
3/14/2018,Snacks,"Michigan Dining - Scrambled Tofu, 0.5 Cup",Tofu,Healthy,102,5,5,10,216,1
3/15/2018,Snacks,"ham - Honey Ham, 3 slices",Ham,Neutral,45,2,1,7,488,2
3/15/2018,Snacks,"Tillamook - Sliced Swiss Cheese, 1 slice (28 g)",Swiss Cheese,Unhealthy,110,1,8,9,60,0
3/15/2018,Snacks,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
3/15/2018,Lunch,"Chinese - Lo Mein, 1 cup",Lo Mein,Unhealthy,310,35,12,15,492,3
3/15/2018,Lunch,"Chinese - Fried Pork Dumplings, 7 Dumpling",Dumplings,Unhealthy,280,63,11,21,840,0
3/15/2018,Dinner,"Barber Foods - Chicken Parmesan, 2 piece",Orange Chicken,Unhealthy,500,26,28,40,980,4
3/15/2018,Dinner,"Homemade - Quick Tomato Sauce, 1 cup",Tomato Sauce,Neutral,120,12,5,4,88,8
3/15/2018,Dinner,"Boar's Head - Gruyere Cheese, 1 oz",Gruyere Cheese,Unhealthy,110,0,9,7,150,0
3/15/2018,Drinks,"Wine - Table, red, 1.5 glass (3.5 fl oz)",Red Wine,Unhealthy,111,3,0,0,8,0
3/15/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/15/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/15/2018,Dessert,"Giant - Custard Filled Eclair, 1 dessert",Éclair,Unhealthy,500,400,6,6,0,0
3/15/2018,Snacks,"Milk - Whole, 3.25% milkfat, 0.5 cup",Whole Milk,Neutral,73,6,4,4,49,6
3/16/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
3/16/2018,Breakfast,"Tillamook - Sliced Swiss Cheese, 1 slice (28 g)",Swiss Cheese,Unhealthy,110,1,8,9,60,0
3/16/2018,Breakfast,"Dierbergs Signature - Black Forest Ham, 2 slices",Ham,Neutral,30,0,1,6,220,0
3/16/2018,Breakfast,"Deli sliced - Turkey, 1.25 pieces",Turkey,Neutral,13,0,0,3,105,0
3/16/2018,Breakfast,"Blueberries, 0.5 cup",Blueberries,Healthy,43,11,0,1,1,8
3/16/2018,Lunch,"Barber Foods - Chicken Parmesan, 2 piece",Orange Chicken,Unhealthy,500,26,28,40,980,4
3/16/2018,Lunch,"Boar's Head - Gruyere Cheese, 1 oz",Gruyere Cheese,Unhealthy,110,0,9,7,150,0
3/16/2018,Lunch,"Homemade - Quick Tomato Sauce, 0.5 cup",Tomato Sauce,Neutral,60,6,2,2,44,4
3/16/2018,Dinner,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/16/2018,Dinner,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/16/2018,Dinner,"Chinese - Fried Pork Dumplings, 7 Dumpling",Dumplings,Unhealthy,280,63,11,21,840,0
3/16/2018,Snacks,"Simply Nature - Vanilla Chip Chewy Granola Bar (Corrected 7/15), 1 bar",Granola Bar,Neutral,100,18,3,2,15,8
3/16/2018,Snacks,"Kirlands - unsalted mixed nuts, 0.25 cup",Nuts,Healthy,190,7,16,5,0,2
3/16/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/17/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
3/17/2018,Breakfast,"Tillamook - Sliced Swiss Cheese, 1 slice (28 g)",Swiss Cheese,Unhealthy,110,1,8,9,60,0
3/17/2018,Breakfast,"Deli sliced - Turkey, 2.5 pieces",Turkey,Neutral,25,1,0,5,210,0
3/17/2018,Lunch,"Barber Foods - Chicken Parmesan, 0.9 piece",Chicken Parmesan,Unhealthy,225,12,13,18,441,2
3/17/2018,Lunch,"Black Beans, 0.5 cup",Black Beans,Healthy,110,19,1,7,10,1
3/17/2018,Lunch,"Boar's Head - Gruyere Cheese, 0.35 oz",Gruyere Cheese,Unhealthy,39,0,3,2,53,0
3/17/2018,Lunch,"Beans - Pinto, canned, 0.5 cup",Pinto Beans,Healthy,103,18,1,6,353,0
3/17/2018,Dinner,"Patties - Burger, 2 patty",Burger,Unhealthy,480,0,34,42,150,0
3/17/2018,Dinner,"Kaiser - Roll, 1 rolll",Bread,Unhealthy,167,30,3,6,310,1
3/17/2018,Dinner,"Boarshead - Chipotle Gouda Cheese, 1 oz",Gouda Cheese,Unhealthy,100,0,8,6,240,0
3/17/2018,Dinner,"Roma - Tomato Slice, 1 Slice",Tomatoes,Healthy,5,1,0,0,1,1
3/17/2018,Dinner,"Guac - Guac, 1 pack",Guacamole,Healthy,100,5,9,1,0,0
3/17/2018,Dinner,"OreIda - Sweet Potato Fries, 4.2 Oz",French Fries,Unhealthy,224,29,11,1,224,8
3/17/2018,Dinner,"Ketchup - Heinz, 15 milliliter",Ketchup,Unhealthy,20,5,0,0,160,4
3/17/2018,Drinks,"Wine - Table, red, 2.5 glass (3.5 fl oz)",Red Wine,Unhealthy,185,4,0,1,13,0
3/17/2018,Snacks,"Simply Nature - Vanilla Chip Chewy Granola Bar (Corrected 7/15), 1 bar",Granola Bar,Neutral,100,18,3,2,15,8
3/17/2018,Snacks,"Kirlands - unsalted mixed nuts, 0.25 cup",Nuts,Healthy,190,7,16,5,0,2
3/17/2018,Dessert,"Pas - Black and White Cookie, 1.5 oz",Cookies,Unhealthy,170,30,5,2,120,20
3/17/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/18/2018,Breakfast,"Trader Joe's - Organic Oats & Flax Instant Oatmeal, 1 packet",Oatmeal,Healthy,150,29,2,4,130,11
3/18/2018,Breakfast,"Blueberries, 0.5 cup",Blueberries,Healthy,43,11,0,1,1,8
3/18/2018,Lunch,"Primefoods - Steamed Pork Buns, 3 piece",Pork Buns,Unhealthy,390,69,8,15,330,21
3/18/2018,Lunch,"Chinese - Lo Mein, 1 cup",Lo Mein,Unhealthy,310,35,12,15,492,3
3/18/2018,Dinner,"Boar's Head - Gruyere Cheese, 1 oz",Gruyere Cheese,Unhealthy,110,0,9,7,150,0
3/18/2018,Dinner,"Liscio's - Italian Sub Roll , 1 roll",Bread,Unhealthy,310,65,3,7,940,1
3/18/2018,Dinner,"Trader Joe's - Meatless Meatballs, 12 pieces (85g)",Meatballs,Unhealthy,280,16,10,28,940,2
3/18/2018,Dinner,"Homemade - Quick Tomato Sauce, 0.5 cup",Tomato Sauce,Neutral,60,6,2,2,44,4
3/18/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/18/2018,Snacks,"Milk - Whole, 3.25% milkfat, 0.5 cup",Whole Milk,Neutral,73,6,4,4,49,6
3/18/2018,Snacks,"Wonderful - Pastachios, 0.63 cup",Nuts,Healthy,188,10,16,8,169,3
3/18/2018,Drinks,"Bacardi Breezer - Pina Colada, 4 oz",Pina Colada,Unhealthy,105,12,1,0,0,0
3/18/2018,Snacks,"Utz - Pub Mix, 1 oz",Snack Mix,Unhealthy,130,19,5,3,330,2
3/18/2018,Dessert,"Strawberries, raw, 1 cup, halves",Strawberries,Healthy,49,12,0,1,2,7
3/19/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
3/19/2018,Breakfast,"Black Beans, 0.5 cup",Black Beans,Healthy,110,19,1,7,10,1
3/19/2018,Breakfast,"Guac - Guac, 1 pack",Guacamole,Healthy,100,5,9,1,0,0
3/19/2018,Breakfast,"Tomato - Tomato Slices, 2 slice",Tomatoes,Healthy,5,1,0,0,1,0
3/19/2018,Breakfast,"Boar's Head - Gruyere Cheese, 1 oz",Gruyere Cheese,Unhealthy,110,0,9,7,150,0
3/19/2018,Lunch,"Nasogastric - Veggie dumping s, 5.25 dumplings",Dumplings,Unhealthy,195,30,5,8,0,0
3/19/2018,Lunch,"Chinese - Lo Mein, 1.5 cup",Lo Mein,Unhealthy,465,53,18,22,738,4
3/19/2018,Dinner,"Chunk Light - Tuna Pack, 1 pouch (2.6oz/74g)",Fish,Healthy,70,0,1,17,300,0
3/19/2018,Dinner,"Primal Kitchen - Avocado Oil Mayo, 0.9 tablespoon",Mayo,Unhealthy,90,0,11,0,113,0
3/19/2018,Drinks,"Wine - Table, red, 1.5 glass (3.5 fl oz)",Red Wine,Unhealthy,111,3,0,0,8,0
